session_id,timestamp,time_since_start,time_since_last_event,event_type,client_x,client_y,relative_x,relative_y,page_x,page_y,screen_x,screen_y,button,buttons,ctrl_key,shift_key,alt_key,meta_key,velocity,acceleration,direction,user_agent,screen_width,screen_height,viewport_width,viewport_height,user_type,challenge_type,captcha_id
bot_session_1764089896309_2b4083d1,1765853986207,1764089897.97431,0.0,mousedown,562.0,541.0,0,0,562.0,541.0,562.0,541.0,0,0,False,False,False,False,0.0,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896309,0.202178955078125,0.202178955078125,mousemove,564.4739455334486,540.8055883961491,0,0,564.4739455334486,540.8055883961491,564.4739455334486,540.8055883961491,0,0,False,False,False,False,12274.138818127425,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896322,12.795209884643555,12.59303092956543,mousemove,566.0405575199061,541.2479276790021,0,0,566.0405575199061,541.2479276790021,566.0405575199061,541.2479276790021,0,0,False,False,False,False,129.2669546043715,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896334,25.381088256835938,12.585878372192383,mousemove,568.9773124866131,541.3487320964756,0,0,568.9773124866131,541.3487320964756,568.9773124866131,541.3487320964756,0,0,False,False,False,False,233.47472711349693,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896347,37.95814514160156,12.577056884765625,mousemove,569.7342166483442,541.1783611598385,0,0,569.7342166483442,541.1783611598385,569.7342166483442,541.1783611598385,0,0,False,False,False,False,61.687053879554156,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896360,50.512075424194336,12.553930282592773,mousemove,571.4476044013455,541.4734534589642,0,0,571.4476044013455,541.4734534589642,571.4476044013455,541.4734534589642,0,0,False,False,False,False,138.49157238959427,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896372,63.07411193847656,12.562036514282227,mousemove,574.5947221352724,541.4128736018494,0,0,574.5947221352724,541.4128736018494,574.5947221352724,541.4128736018494,0,0,False,False,False,False,250.57248772437944,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896385,75.6368637084961,12.562751770019531,mousemove,577.0048643388159,541.039059175132,0,0,577.0048643388159,541.039059175132,577.0048643388159,541.039059175132,0,0,False,False,False,False,194.14212631298724,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896397,88.18197250366211,12.545108795166016,mousemove,577.0961746488099,541.4076513166252,0,0,577.0961746488099,541.4076513166252,577.0961746488099,541.4076513166252,0,0,False,False,False,False,30.26946841844268,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
bot_session_1764089896309_2b4083d1,1764089896410,100.74424743652344,12.562274932861328,mousemove,580.7106240240304,540.6074857492177,0,0,580.7106240240304,540.6074857492177,580.7106240240304,540.6074857492177,0,0,False,False,False,False,294.6886774992376,0.0,0.0,Bot/CVAttacker,1920,1080,1920,1080,bot,captcha2_failure,captcha2
