session_id,timestamp,time_since_start,time_since_last_event,event_type,client_x,client_y,relative_x,relative_y,page_x,page_y,screen_x,screen_y,button,buttons,ctrl_key,shift_key,alt_key,meta_key,velocity
S_pk3irzz6,1763385741231,664.600,664.600,mouseenter,293,273,264,0,293,273,293,398,0,0,false,false,false,false,0.000
S_pk3irzz6,1763385741231,664.800,0.200,mousemove,293,273,264,0,293,273,293,398,0,0,false,false,false,false,0.000
S_pk3irzz6,1763385741239,672.900,8.100,mousemove,305,278,275,5,305,278,305,403,0,0,false,false,false,false,1604.938
S_pk3irzz6,1763385741247,681.300,8.400,mousemove,315,283,285,10,315,283,315,408,0,0,false,false,false,false,1330.993
S_pk3irzz6,1763385741256,689.700,8.400,mousemove,324,288,295,15,324,288,324,413,0,0,false,false,false,false,1225.670
S_pk3irzz6,1763385741264,698.000,8.300,mousemove,333,293,304,20,333,293,333,418,0,0,false,false,false,false,1240.437
S_pk3irzz6,1763385741272,706.400,8.400,mousemove,342,297,313,24,342,297,342,422,0,0,false,false,false,false,1172.483
S_pk3irzz6,1763385741281,714.700,8.300,mousemove,347,300,318,27,347,300,347,425,0,0,false,false,false,false,702.524
S_pk3irzz6,1763385741289,722.900,8.200,mousemove,361,308,332,35,361,308,361,433,0,0,false,false,false,false,1966.404
S_pk3irzz6,1763385741297,731.400,8.500,mousemove,366,310,336,37,366,310,366,435,0,0,false,false,false,false,633.549
S_pk3irzz6,1763385741306,739.800,8.400,mousemove,373,314,343,42,373,314,373,439,0,0,false,false,false,false,959.793
S_pk3irzz6,1763385741314,748.000,8.200,mousemove,380,319,350,46,380,319,380,444,0,0,false,false,false,false,1049.064
S_pk3irzz6,1763385741322,756.400,8.400,mousemove,387,323,357,50,387,323,387,448,0,0,false,false,false,false,959.793
S_pk3irzz6,1763385741331,764.500,8.100,mousemove,394,327,364,54,394,327,394,452,0,0,false,false,false,false,995.340
S_pk3irzz6,1763385741339,773.000,8.500,mousemove,399,330,369,57,399,330,399,455,0,0,false,false,false,false,685.994
S_pk3irzz6,1763385741347,781.200,8.200,mousemove,404,333,375,60,404,333,404,458,0,0,false,false,false,false,711.092
S_pk3irzz6,1763385741356,789.700,8.500,mousemove,410,336,380,63,410,336,410,461,0,0,false,false,false,false,789.200
S_pk3irzz6,1763385741364,798.000,8.300,mousemove,415,339,386,66,415,339,415,464,0,0,false,false,false,false,702.524
S_pk3irzz6,1763385741372,806.400,8.400,mousemove,420,341,390,68,420,341,420,466,0,0,false,false,false,false,641.091
S_pk3irzz6,1763385741381,814.600,8.200,mousemove,424,343,394,70,424,343,424,468,0,0,false,false,false,false,545.382
S_pk3irzz6,1763385741389,822.900,8.300,mousemove,428,345,398,73,428,345,428,470,0,0,false,false,false,false,538.812
S_pk3irzz6,1763385741397,831.300,8.400,mousemove,432,347,403,75,432,347,432,472,0,0,false,false,false,false,532.397
S_pk3irzz6,1763385741406,839.700,8.400,mousemove,436,349,406,76,436,349,436,474,0,0,false,false,false,false,532.397
S_pk3irzz6,1763385741414,848.100,8.400,mousemove,439,351,410,78,439,351,439,476,0,0,false,false,false,false,429.232
S_pk3irzz6,1763385741423,857.300,9.200,mousemove,443,352,413,79,443,352,443,477,0,0,false,false,false,false,448.164
S_pk3irzz6,1763385741431,864.800,7.500,mousemove,447,353,417,80,447,353,447,478,0,0,false,false,false,false,549.747
S_pk3irzz6,1763385741439,873.100,8.300,mousemove,450,354,420,81,450,354,450,479,0,0,false,false,false,false,380.997
S_pk3irzz6,1763385741447,881.400,8.300,mousemove,451,354,422,81,451,354,451,479,0,0,false,false,false,false,120.482
S_pk3irzz6,1763385741456,889.700,8.300,mousemove,454,355,424,82,454,355,454,480,0,0,false,false,false,false,380.997
S_pk3irzz6,1763385741464,898.000,8.300,mousemove,457,355,427,82,457,355,457,480,0,0,false,false,false,false,361.446
S_pk3irzz6,1763385741472,906.200,8.200,mousemove,462,356,433,84,462,356,462,481,0,0,false,false,false,false,621.832
S_pk3irzz6,1763385741481,914.500,8.300,mousemove,466,357,436,84,466,357,466,482,0,0,false,false,false,false,496.760
S_pk3irzz6,1763385741490,923.900,9.400,mousemove,467,358,438,85,467,358,467,483,0,0,false,false,false,false,150.448
S_pk3irzz6,1763385741498,931.900,8.000,mousemove,469,359,440,86,469,359,469,484,0,0,false,false,false,false,279.508
S_pk3irzz6,1763385741506,939.500,7.600,mousemove,474,360,444,87,474,360,474,485,0,0,false,false,false,false,670.924
S_pk3irzz6,1763385741514,948.000,8.500,mousemove,476,361,447,88,476,361,476,486,0,0,false,false,false,false,263.067
S_pk3irzz6,1763385741522,956.400,8.400,mousemove,478,362,448,89,478,362,478,487,0,0,false,false,false,false,266.199
S_pk3irzz6,1763385741532,965.500,9.100,mousemove,480,363,450,90,480,363,480,488,0,0,false,false,false,false,245.722
S_pk3irzz6,1763385741539,972.400,6.900,mousemove,482,364,453,91,482,364,482,489,0,0,false,false,false,false,324.068
S_pk3irzz6,1763385741547,981.400,9.000,mousemove,484,364,455,92,484,364,484,489,0,0,false,false,false,false,222.222
S_pk3irzz6,1763385741556,989.600,8.200,mousemove,488,366,458,93,488,366,488,491,0,0,false,false,false,false,545.382
S_pk3irzz6,1763385741564,998.000,8.400,mousemove,489,366,460,93,489,366,489,491,0,0,false,false,false,false,119.048
S_pk3irzz6,1763385741572,1006.300,8.300,mousemove,491,367,461,94,491,367,491,492,0,0,false,false,false,false,269.406
S_pk3irzz6,1763385741581,1014.600,8.300,mousemove,493,368,464,95,493,368,493,493,0,0,false,false,false,false,269.406
S_pk3irzz6,1763385741589,1023.000,8.400,mousemove,496,368,466,96,496,368,496,493,0,0,false,false,false,false,357.143
S_pk3irzz6,1763385741597,1031.300,8.300,mousemove,498,369,468,96,498,369,498,494,0,0,false,false,false,false,269.406
