session_id,timestamp,time_since_start,time_since_last_event,event_type,client_x,client_y,relative_x,relative_y,page_x,page_y,screen_x,screen_y,button,buttons,ctrl_key,shift_key,alt_key,meta_key,velocity,acceleration,direction,user_agent,screen_width,screen_height,viewport_width,viewport_height,user_type,challenge_type
session_1763934152672_t15mgtmla,1763934152837,165.40,165.40,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934152989,317.50,152.10,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934153569,897.20,579.70,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934154531,1859.40,962.20,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934161436,8764.30,6904.90,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934161598,8926.10,161.80,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934161746,9074.00,147.90,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934161872,9200.60,126.60,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934162244,9572.50,371.90,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934162802,10130.30,557.80,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934162972,10300.50,170.20,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934163098,10425.60,125.10,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934163228,10556.30,130.70,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934163347,10675.20,118.90,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934163478,10806.60,131.40,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934163606,10933.70,127.10,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934163872,11200.40,266.70,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934164269,11597.10,396.70,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934164431,11759.00,161.90,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763934152672_t15mgtmla,1763934164586,11914.40,155.40,rotate,0,0,0.00,0.00,0,0,0,0,-1,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763935716140_gn4eizf1s,1763935716632,492.10,492.10,rotate_left,330,602,330.00,602.00,330,835,1089,736,0,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763935716140_gn4eizf1s,1763935716632,492.30,0.20,rotate_left,330,602,330.00,602.00,330,835,1089,736,0,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763935716140_gn4eizf1s,1763935716796,655.60,163.30,rotate_left,330,602,330.00,602.00,330,835,1089,736,0,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
session_1763935716140_gn4eizf1s,1763935716796,655.60,0.00,rotate_left,330,602,330.00,602.00,330,835,1089,736,0,0,False,False,False,False,0.00,0.00,0.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,human,rotation1_success
