session_id,timestamp,time_since_start,time_since_last_event,event_type,client_x,client_y,relative_x,relative_y,page_x,page_y,screen_x,screen_y,button,buttons,ctrl_key,shift_key,alt_key,meta_key,velocity,acceleration,direction,user_agent,screen_width,screen_height,viewport_width,viewport_height,user_type,challenge_type,bot_style
bot_near_0000,1763936503540,496.62,496.62,rotate_left,343.12,646.38,335.71,627.86,353,853,1112,754,0,0,False,False,False,False,0.0,12064.25,5.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936503540,501.62,5.0,rotate_left,319.46,624.9,367.41,604.15,353,853,1112,754,0,0,False,False,False,False,0.0,2572.09,-1.45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936503718,683.15,181.54,rotate_left,345.15,624.4,348.34,622.95,353,853,1112,754,0,0,False,False,False,False,0.0,1289.91,-4.23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936503718,688.15,5.0,rotate_left,345.77,637.28,350.79,611.93,353,853,1112,754,0,0,False,False,False,False,156.98,10045.71,-2.35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936504194,1148.78,460.62,rotate_left,371.34,600.37,344.33,613.38,353,853,1112,754,0,0,False,False,False,False,76.6,2514.76,-5.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936504194,1153.78,5.0,rotate_left,357.88,595.26,349.2,607.72,353,853,1112,754,0,0,False,False,False,False,20.35,50.56,-2.42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936504366,1352.8,199.03,rotate_left,376.26,604.63,350.12,619.09,353,853,1112,754,0,0,False,False,False,False,38.18,0.0,-0.53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936504366,1367.38,14.58,rotate_left,374.39,614.35,365.79,634.02,353,853,1112,754,0,0,False,False,False,False,0.0,1588.38,-0.65,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936504557,1536.48,169.1,rotate_left,337.3,626.53,348.52,620.67,353,853,1112,754,0,0,False,False,False,False,21.61,0.0,4.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
bot_near_0000,1763936504557,1541.48,5.0,rotate_left,368.49,623.37,383.67,588.01,353,853,1112,754,0,0,False,False,False,False,26.79,6885.33,3.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1512,982,744,787,bot,rotation1_success,near_human
