session_id,timestamp,time_since_start,time_since_last_event,event_type,client_x,client_y,relative_x,relative_y,page_x,page_y,screen_x,screen_y,button,buttons,ctrl_key,shift_key,alt_key,meta_key,velocity
S_dwkhdl42,1763385717794,406.500,406.500,mouseenter,145,272,115,-1,145,272,145,397,0,0,false,false,false,false,0.000
S_dwkhdl42,1763385717794,406.700,0.200,mousemove,145,272,115,-1,145,272,145,397,0,0,false,false,false,false,0.000
S_dwkhdl42,1763385717802,414.800,8.100,mousemove,145,274,115,1,145,274,145,399,0,0,false,false,false,false,246.914
S_dwkhdl42,1763385717811,424.100,9.300,mousemove,146,278,117,5,146,278,146,403,0,0,false,false,false,false,443.345
S_dwkhdl42,1763385717818,431.500,7.400,mousemove,147,281,118,8,147,281,147,406,0,0,false,false,false,false,427.335
S_dwkhdl42,1763385717827,439.800,8.300,mousemove,148,284,118,11,148,284,148,409,0,0,false,false,false,false,380.997
S_dwkhdl42,1763385717835,448.100,8.300,mousemove,148,286,118,13,148,286,148,411,0,0,false,false,false,false,240.964
S_dwkhdl42,1763385717843,456.500,8.400,mousemove,148,289,118,16,148,289,148,414,0,0,false,false,false,false,357.143
S_dwkhdl42,1763385717852,464.900,8.400,mousemove,148,290,118,18,148,290,148,415,0,0,false,false,false,false,119.048
S_dwkhdl42,1763385717860,473.200,8.300,mousemove,147,291,118,19,147,291,147,416,0,0,false,false,false,false,170.387
S_dwkhdl42,1763385717868,481.500,8.300,mousemove,145,293,116,20,145,293,145,418,0,0,false,false,false,false,340.774
S_dwkhdl42,1763385717877,490.500,9.000,mousemove,142,294,113,21,142,294,142,419,0,0,false,false,false,false,351.364
S_dwkhdl42,1763385717884,497.500,7.000,mousemove,140,295,110,22,140,295,140,420,0,0,false,false,false,false,319.438
S_dwkhdl42,1763385717893,506.000,8.500,mousemove,136,296,107,23,136,296,136,421,0,0,false,false,false,false,485.071
S_dwkhdl42,1763385717901,514.400,8.400,mousemove,133,297,103,24,133,297,133,422,0,0,false,false,false,false,376.462
S_dwkhdl42,1763385717910,523.300,8.900,mousemove,128,297,99,24,128,297,128,422,0,0,false,false,false,false,561.798
S_dwkhdl42,1763385717918,531.500,8.200,mousemove,125,298,95,25,125,298,125,423,0,0,false,false,false,false,385.644
S_dwkhdl42,1763385717927,539.900,8.400,mousemove,121,299,92,26,121,299,121,424,0,0,false,false,false,false,490.846
S_dwkhdl42,1763385717935,548.200,8.300,mousemove,117,300,88,27,117,300,117,425,0,0,false,false,false,false,496.760
S_dwkhdl42,1763385717944,556.500,8.300,mousemove,114,300,84,28,114,300,114,425,0,0,false,false,false,false,361.446
S_dwkhdl42,1763385717952,564.900,8.400,mousemove,110,301,81,28,110,301,110,426,0,0,false,false,false,false,490.846
S_dwkhdl42,1763385717960,573.300,8.400,mousemove,103,303,73,30,103,303,103,428,0,0,false,false,false,false,866.680
S_dwkhdl42,1763385717969,581.600,8.300,mousemove,99,304,69,31,99,304,99,429,0,0,false,false,false,false,496.760
