session_id,timestamp,time_since_start,time_since_last_event,event_type,client_x,client_y,relative_x,relative_y,page_x,page_y,screen_x,screen_y,button,buttons,ctrl_key,shift_key,alt_key,meta_key,velocity
S_bk2yy9sb,1763338934562,400.600,400.600,mouseenter,174,273,145,0,174,273,174,398,0,0,false,false,false,false,0.000
S_bk2yy9sb,1763338934562,400.800,0.200,mousemove,174,273,145,0,174,273,174,398,0,0,false,false,false,false,0.000
S_bk2yy9sb,1763338934571,409.900,9.100,mousemove,179,280,149,7,179,280,179,405,0,0,false,false,false,false,945.310
S_bk2yy9sb,1763338934579,417.400,7.500,mousemove,183,285,153,12,183,285,183,410,0,0,false,false,false,false,853.750
S_bk2yy9sb,1763338934587,425.600,8.200,mousemove,184,287,155,14,184,287,184,412,0,0,false,false,false,false,272.691
S_bk2yy9sb,1763338934595,433.900,8.300,mousemove,187,291,157,18,187,291,187,416,0,0,false,false,false,false,602.410
S_bk2yy9sb,1763338934604,442.400,8.500,mousemove,189,295,159,22,189,295,189,420,0,0,false,false,false,false,526.134
S_bk2yy9sb,1763338934612,450.500,8.100,mousemove,191,300,161,27,191,300,191,425,0,0,false,false,false,false,664.835
S_bk2yy9sb,1763338934620,458.900,8.400,mousemove,191,303,162,30,191,303,191,428,0,0,false,false,false,false,357.143
S_bk2yy9sb,1763338934629,467.300,8.400,mousemove,192,306,162,33,192,306,192,431,0,0,false,false,false,false,376.462
S_bk2yy9sb,1763338934637,475.700,8.400,mousemove,192,309,162,36,192,309,192,434,0,0,false,false,false,false,357.143
S_bk2yy9sb,1763338934645,484.000,8.300,mousemove,192,312,162,39,192,312,192,437,0,0,false,false,false,false,361.446
S_bk2yy9sb,1763338934653,492.300,8.300,mousemove,192,316,162,43,192,316,192,441,0,0,false,false,false,false,481.928
S_bk2yy9sb,1763338934662,500.600,8.300,mousemove,190,320,160,47,190,320,190,445,0,0,false,false,false,false,538.812
S_bk2yy9sb,1763338934670,509.000,8.400,mousemove,184,329,155,56,184,329,184,454,0,0,false,false,false,false,1287.697
S_bk2yy9sb,1763338934678,517.300,8.300,mousemove,180,335,151,62,180,335,180,460,0,0,false,false,false,false,868.808
S_bk2yy9sb,1763338934687,525.800,8.500,mousemove,176,341,147,68,176,341,176,466,0,0,false,false,false,false,848.365
S_bk2yy9sb,1763338934695,534.000,8.200,mousemove,172,346,142,73,172,346,172,471,0,0,false,false,false,false,780.869
S_bk2yy9sb,1763338934704,542.300,8.300,mousemove,167,353,138,80,167,353,167,478,0,0,false,false,false,false,1036.425
S_bk2yy9sb,1763338934712,550.600,8.300,mousemove,160,364,130,91,160,364,160,489,0,0,false,false,false,false,1570.892
S_bk2yy9sb,1763338934720,559.000,8.400,mousemove,155,371,125,98,155,371,155,496,0,0,false,false,false,false,1024.086
S_bk2yy9sb,1763338934728,567.300,8.300,mousemove,150,380,121,107,150,380,150,505,0,0,false,false,false,false,1240.437
S_bk2yy9sb,1763338934738,576.600,9.300,mousemove,147,389,117,116,147,389,147,514,0,0,false,false,false,false,1020.090
S_bk2yy9sb,1763338934745,584.000,7.400,mousemove,142,398,112,126,142,398,142,523,0,0,false,false,false,false,1391.301
S_bk2yy9sb,1763338934753,592.300,8.300,mousemove,140,404,111,131,140,404,140,529,0,0,false,false,false,false,761.995
S_bk2yy9sb,1763338934762,600.700,8.400,mousemove,137,412,107,139,137,412,137,537,0,0,false,false,false,false,1017.143
S_bk2yy9sb,1763338934770,609.200,8.500,mousemove,133,420,103,147,133,420,133,545,0,0,false,false,false,false,1052.267
S_bk2yy9sb,1763338934778,617.000,7.800,mousemove,131,426,101,154,131,426,131,551,0,0,false,false,false,false,810.840
S_bk2yy9sb,1763338934787,625.700,8.700,mousemove,129,432,99,159,129,432,129,557,0,0,false,false,false,false,726.960
S_bk2yy9sb,1763338934796,634.900,9.200,mousemove,127,437,97,165,127,437,127,562,0,0,false,false,false,false,585.344
S_bk2yy9sb,1763338934803,642.300,7.400,mousemove,126,442,96,169,126,442,126,567,0,0,false,false,false,false,689.057
S_bk2yy9sb,1763338934812,650.600,8.300,mousemove,125,446,95,173,125,446,125,571,0,0,false,false,false,false,496.760
S_bk2yy9sb,1763338934820,658.900,8.300,mousemove,124,450,94,177,124,450,124,575,0,0,false,false,false,false,496.760
S_bk2yy9sb,1763338934828,667.300,8.400,mousemove,123,453,94,180,123,453,123,578,0,0,false,false,false,false,376.462
S_bk2yy9sb,1763338934837,675.600,8.300,mousemove,123,455,94,182,123,455,123,580,0,0,false,false,false,false,240.964
S_bk2yy9sb,1763338934845,683.900,8.300,mousemove,123,458,94,185,123,458,123,583,0,0,false,false,false,false,361.446
S_bk2yy9sb,1763338934853,692.200,8.300,mousemove,123,460,93,187,123,460,123,585,0,0,false,false,false,false,240.964
S_bk2yy9sb,1763338934862,700.600,8.400,mousemove,123,462,93,189,123,462,123,587,0,0,false,false,false,false,238.095
S_bk2yy9sb,1763338934870,708.900,8.300,mousemove,122,464,93,191,122,464,122,589,0,0,false,false,false,false,269.406
S_bk2yy9sb,1763338934878,717.300,8.400,mousemove,122,466,93,193,122,466,122,591,0,0,false,false,false,false,238.095
S_bk2yy9sb,1763338934887,725.600,8.300,mousemove,122,467,92,194,122,467,122,592,0,0,false,false,false,false,120.482
